,threshold,train_dataset_accuracy,test_dataset_accuracy
0,457437817.9996013,0.5495 (111/202),0.5926 (32/54)
0,460821471.66167194,0.5495 (111/202),0.5926 (32/54)
0,464230154.1072263,0.5495 (111/202),0.5926 (32/54)
0,467664050.47341835,0.5495 (111/202),0.5926 (32/54)
0,471123347.2668561,0.5495 (111/202),0.5926 (32/54)
0,474608232.3737253,0.5495 (111/202),0.5926 (32/54)
0,478118895.07000816,0.5495 (111/202),0.5926 (32/54)
0,481655526.0317475,0.5495 (111/202),0.5926 (32/54)
0,485218317.3454172,0.5495 (111/202),0.5926 (32/54)
0,488807462.51834863,0.5495 (111/202),0.5926 (32/54)
0,492423156.48923534,0.5495 (111/202),0.5926 (32/54)
0,496065595.63873446,0.5495 (111/202),0.5926 (32/54)
0,499734977.8001166,0.5495 (111/202),0.5926 (32/54)
0,503431502.2700254,0.5495 (111/202),0.5926 (32/54)
0,507155369.8192956,0.5495 (111/202),0.5926 (32/54)
0,510906782.7038516,0.5495 (111/202),0.5926 (32/54)
0,514685944.675707,0.5495 (111/202),0.5926 (32/54)
0,518493060.9940145,0.5495 (111/202),0.5926 (32/54)
0,522328338.4362289,0.5495 (111/202),0.5926 (32/54)
0,526191985.3093314,0.5495 (111/202),0.5926 (32/54)
0,530084211.4611375,0.5495 (111/202),0.5926 (32/54)
0,534005228.2917089,0.5495 (111/202),0.5926 (32/54)
0,537955248.7648187,0.5495 (111/202),0.5926 (32/54)
0,541934487.419533,0.5495 (111/202),0.5926 (32/54)
0,545943160.3818569,0.5495 (111/202),0.5926 (32/54)
0,549981485.3764665,0.5495 (111/202),0.5926 (32/54)
0,554049681.7385494,0.5495 (111/202),0.5926 (32/54)
0,558147970.4257001,0.5495 (111/202),0.5926 (32/54)
0,562276574.0299364,0.5495 (111/202),0.5926 (32/54)
0,566435716.7897828,0.5495 (111/202),0.5926 (32/54)
0,570625624.6024419,0.5495 (111/202),0.5926 (32/54)
0,574846525.0360785,0.5495 (111/202),0.5926 (32/54)
0,579098647.3421721,0.5495 (111/202),0.5926 (32/54)
0,583382222.4679613,0.5495 (111/202),0.5926 (32/54)
0,587697483.069004,0.5495 (111/202),0.5926 (32/54)
0,592044663.5217946,0.5495 (111/202),0.5926 (32/54)
0,596423999.9365103,0.5495 (111/202),0.5926 (32/54)
0,600835730.1698287,0.5495 (111/202),0.5926 (32/54)
0,605280093.8378379,0.5495 (111/202),0.5926 (32/54)
0,609757332.3290696,0.5495 (111/202),0.5926 (32/54)
0,614267688.8175887,0.5495 (111/202),0.5926 (32/54)
0,618811408.2762189,0.5495 (111/202),0.5926 (32/54)
0,623388737.4898406,0.5495 (111/202),0.5926 (32/54)
0,627999925.0687865,0.5495 (111/202),0.5926 (32/54)
0,632645221.4623631,0.5495 (111/202),0.5926 (32/54)
0,637324878.9724321,0.5495 (111/202),0.5926 (32/54)
0,642039151.7671324,0.5495 (111/202),0.5926 (32/54)
0,646788295.8946769,0.5495 (111/202),0.5926 (32/54)
0,651572569.2972515,0.5495 (111/202),0.5926 (32/54)
0,656392231.825043,0.5495 (111/202),0.5926 (32/54)
0,661247545.2503318,0.5495 (111/202),0.5926 (32/54)
0,666138773.2817278,0.5495 (111/202),0.5926 (32/54)
0,671066181.5784854,0.5495 (111/202),0.5926 (32/54)
0,676030037.7649245,0.5495 (111/202),0.5926 (32/54)
0,681030611.4449849,0.5495 (111/202),0.5926 (32/54)
0,686068174.2168472,0.5495 (111/202),0.5926 (32/54)
0,691142999.6877042,0.5495 (111/202),0.5926 (32/54)
0,696255363.4886129,0.5495 (111/202),0.5926 (32/54)
0,701405543.2894559,0.5495 (111/202),0.5926 (32/54)
0,706593818.8140433,0.5495 (111/202),0.5926 (32/54)
0,711820471.8552822,0.5495 (111/202),0.5926 (32/54)
0,717085786.2905017,0.5495 (111/202),0.5926 (32/54)
0,722390048.0968632,0.5495 (111/202),0.5926 (32/54)
0,727733545.3668836,0.5495 (111/202),0.5926 (32/54)
0,733116568.3241032,0.5495 (111/202),0.5926 (32/54)
0,738539409.3388251,0.5495 (111/202),0.5926 (32/54)
0,744002362.9440156,0.5495 (111/202),0.5926 (32/54)
0,749505725.8512926,0.5495 (111/202),0.5926 (32/54)
0,755049796.9670315,0.5495 (111/202),0.5926 (32/54)
0,760634877.4086214,0.5495 (111/202),0.5926 (32/54)
0,766261270.5207956,0.5495 (111/202),0.5926 (32/54)
0,771929281.8921278,0.5495 (111/202),0.5926 (32/54)
0,777639219.3716217,0.5495 (111/202),0.5926 (32/54)
0,783391393.0854211,0.5495 (111/202),0.5926 (32/54)
0,789186115.4536762,0.5495 (111/202),0.5926 (32/54)
0,795023701.2074867,0.5495 (111/202),0.5926 (32/54)
0,800904467.4060184,0.5495 (111/202),0.5926 (32/54)
0,806828733.4537143,0.5495 (111/202),0.5926 (32/54)
0,812796821.1176322,0.5495 (111/202),0.5926 (32/54)
0,818809054.5449445,0.5495 (111/202),0.5926 (32/54)
0,824865760.2805172,0.5495 (111/202),0.5926 (32/54)
0,830967267.2846686,0.5495 (111/202),0.5926 (32/54)
0,837113906.9510266,0.5495 (111/202),0.5926 (32/54)
0,843306013.1245174,0.5495 (111/202),0.5926 (32/54)
0,849543922.119522,0.5495 (111/202),0.5926 (32/54)
0,855827972.7381144,0.5495 (111/202),0.5926 (32/54)
0,862158506.288488,0.5495 (111/202),0.5926 (32/54)
0,868535866.6034826,0.5495 (111/202),0.5926 (32/54)
0,874960400.0592483,0.5495 (111/202),0.5926 (32/54)
0,881432455.59408,0.5495 (111/202),0.5926 (32/54)
0,887952384.7273582,0.5495 (111/202),0.5926 (32/54)
0,894520541.578631,0.5495 (111/202),0.5926 (32/54)
0,901137282.8868728,0.5495 (111/202),0.5926 (32/54)
0,907802968.0298303,0.5495 (111/202),0.5926 (32/54)
0,914517959.0435678,0.5495 (111/202),0.5926 (32/54)
0,921282620.6421194,0.5495 (111/202),0.5926 (32/54)
0,928097320.2372864,0.5495 (111/202),0.5926 (32/54)
0,934962427.9586196,0.5495 (111/202),0.5926 (32/54)
0,941878316.673491,0.5495 (111/202),0.5926 (32/54)
0,948845362.0073732,0.5495 (111/202),0.5926 (32/54)
0,955863942.3642291,0.5495 (111/202),0.5926 (32/54)
0,962934438.947052,0.5495 (111/202),0.5926 (32/54)
0,970057235.7785985,0.5495 (111/202),0.5926 (32/54)
0,977232719.7222139,0.5495 (111/202),0.5926 (32/54)
0,984461280.5028713,0.5495 (111/202),0.5926 (32/54)
0,991743310.7283285,0.5495 (111/202),0.5926 (32/54)
0,999079205.9104383,0.5495 (111/202),0.5926 (32/54)
0,1006469364.486659,0.5495 (111/202),0.5926 (32/54)
0,1013914187.8416625,0.5495 (111/202),0.5926 (32/54)
0,1021414080.3291632,0.5495 (111/202),0.5926 (32/54)
0,1028969449.2938676,0.5495 (111/202),0.5926 (32/54)
0,1036580705.0935861,0.5495 (111/202),0.5926 (32/54)
0,1044248261.1215504,0.5495 (111/202),0.5926 (32/54)
0,1051972533.8288321,0.5495 (111/202),0.5926 (32/54)
0,1059753942.746992,0.5495 (111/202),0.5926 (32/54)
0,1067592910.5108527,0.5495 (111/202),0.5926 (32/54)
0,1075489862.8814409,0.5495 (111/202),0.5926 (32/54)
0,1083445228.7691424,0.5495 (111/202),0.5926 (32/54)
0,1091459440.256962,0.5495 (111/202),0.5926 (32/54)
0,1099532932.6240234,0.5495 (111/202),0.5926 (32/54)
0,1107666144.3691962,0.5495 (111/202),0.5926 (32/54)
0,1115859517.2348993,0.5495 (111/202),0.5926 (32/54)
0,1124113496.2311256,0.5495 (111/202),0.5926 (32/54)
0,1132428529.6595743,0.5495 (111/202),0.5926 (32/54)
0,1140805069.1380332,0.5495 (111/202),0.5926 (32/54)
0,1149243569.6248927,0.5495 (111/202),0.5926 (32/54)
0,1157744489.4438431,0.5495 (111/202),0.5926 (32/54)
0,1166308290.3087995,0.5495 (111/202),0.5926 (32/54)
0,1174935437.348942,0.5495 (111/202),0.5926 (32/54)
0,1183626399.1340115,0.5495 (111/202),0.5926 (32/54)
0,1192381647.699745,0.5495 (111/202),0.5926 (32/54)
0,1201201658.573499,0.5495 (111/202),0.5926 (32/54)
0,1210086910.800111,0.5495 (111/202),0.5926 (32/54)
0,1219037886.967879,0.5495 (111/202),0.5926 (32/54)
0,1228055073.2348068,0.5495 (111/202),0.5926 (32/54)
0,1237138959.3549943,0.5495 (111/202),0.5926 (32/54)
0,1246290038.7052221,0.5495 (111/202),0.5926 (32/54)
0,1255508808.3117847,0.5495 (111/202),0.5926 (32/54)
0,1264795768.8774445,0.5495 (111/202),0.5926 (32/54)
0,1274151424.8086622,0.5495 (111/202),0.5926 (32/54)
0,1283576284.2429779,0.5495 (111/202),0.5926 (32/54)
0,1293070859.076594,0.5495 (111/202),0.5926 (32/54)
0,1302635664.9922097,0.5495 (111/202),0.5926 (32/54)
0,1312271221.4870129,0.5495 (111/202),0.5926 (32/54)
0,1321978051.900881,0.5495 (111/202),0.5926 (32/54)
0,1331756683.4448416,0.5495 (111/202),0.5926 (32/54)
0,1341607647.2296648,0.5495 (111/202),0.5926 (32/54)
0,1351531478.2947476,0.5495 (111/202),0.5926 (32/54)
0,1361528715.6371567,0.5495 (111/202),0.5926 (32/54)
0,1371599902.2408874,0.5495 (111/202),0.5926 (32/54)
0,1381745585.1063936,0.5495 (111/202),0.5926 (32/54)
0,1391966315.2802522,0.5495 (111/202),0.5926 (32/54)
0,1402262647.8851318,0.5495 (111/202),0.5926 (32/54)
0,1412635142.1499274,0.5495 (111/202),0.5926 (32/54)
0,1423084361.4401145,0.5495 (111/202),0.5926 (32/54)
0,1433610873.2883904,0.5495 (111/202),0.5926 (32/54)
0,1444215249.4254506,0.5495 (111/202),0.5926 (32/54)
0,1454898065.8110828,0.5495 (111/202),0.5926 (32/54)
0,1465659902.6654317,0.5495 (111/202),0.5926 (32/54)
0,1476501344.5004957,0.5495 (111/202),0.5926 (32/54)
0,1487422980.1519136,0.5495 (111/202),0.5926 (32/54)
0,1498425402.8109004,0.5495 (111/202),0.5926 (32/54)
0,1509509210.056506,0.5495 (111/202),0.5926 (32/54)
0,1520675003.8880544,0.5495 (111/202),0.5926 (32/54)
0,1531923390.7578228,0.5495 (111/202),0.5926 (32/54)
0,1543254981.6040215,0.5495 (111/202),0.5926 (32/54)
0,1554670391.883927,0.5495 (111/202),0.5926 (32/54)
0,1566170241.6073544,0.5495 (111/202),0.5926 (32/54)
0,1577755155.3703117,0.5495 (111/202),0.5926 (32/54)
0,1589425762.388906,0.5495 (111/202),0.5926 (32/54)
0,1601182696.5335624,0.5495 (111/202),0.5926 (32/54)
0,1613026596.3634005,0.5495 (111/202),0.5926 (32/54)
0,1624958105.1609612,0.5495 (111/202),0.5926 (32/54)
0,1636977870.9671283,0.5495 (111/202),0.5926 (32/54)
0,1649086546.616303,0.5495 (111/202),0.5926 (32/54)
0,1661284789.7719104,0.5495 (111/202),0.5926 (32/54)
0,1673573262.9620647,0.5495 (111/202),0.5926 (32/54)
0,1685952633.615601,0.5495 (111/202),0.5926 (32/54)
0,1698423574.0983052,0.5495 (111/202),0.5926 (32/54)
0,1710986761.7494116,0.5495 (111/202),0.5926 (32/54)
0,1723642878.91844,0.5495 (111/202),0.5926 (32/54)
0,1736392613.0022018,0.5495 (111/202),0.5926 (32/54)
0,1749236656.4821818,0.5495 (111/202),0.5926 (32/54)
0,1762175706.9621298,0.5495 (111/202),0.5926 (32/54)
0,1775210467.2059278,0.5495 (111/202),0.5926 (32/54)
0,1788341645.1758103,0.5495 (111/202),0.5926 (32/54)
0,1801569954.0707572,0.5495 (111/202),0.5926 (32/54)
0,1814896112.3652816,0.5495 (111/202),0.5926 (32/54)
0,1828320843.848431,0.5495 (111/202),0.5926 (32/54)
0,1841844877.6630769,0.5495 (111/202),0.5926 (32/54)
0,1855468948.3455672,0.5495 (111/202),0.5926 (32/54)
0,1869193795.8655634,0.5495 (111/202),0.5926 (32/54)
0,1883020165.666283,0.5495 (111/202),0.5926 (32/54)
0,1896948808.7049637,0.5495 (111/202),0.5926 (32/54)
0,1910980481.4936292,0.5495 (111/202),0.5926 (32/54)
0,1925115946.1402297,0.5495 (111/202),0.5926 (32/54)
0,1939355970.3899736,0.5495 (111/202),0.5926 (32/54)
0,1953701327.6670816,0.5495 (111/202),0.5926 (32/54)
0,1968152797.116769,0.5495 (111/202),0.5926 (32/54)
0,1982711163.6475415,0.5495 (111/202),0.5926 (32/54)
0,1997377217.9738727,0.5495 (111/202),0.5926 (32/54)
0,2012151756.6591277,0.5495 (111/202),0.5926 (32/54)
0,2027035582.1588018,0.5495 (111/202),0.5926 (32/54)
0,2042029502.8641622,0.5495 (111/202),0.5926 (32/54)
0,2057134333.1460886,0.5495 (111/202),0.5926 (32/54)
0,2072350893.3993626,0.5495 (111/202),0.5926 (32/54)
0,2087680010.0872009,0.5495 (111/202),0.5926 (32/54)
0,2103122515.7861185,0.5495 (111/202),0.5926 (32/54)
0,2118679249.2312074,0.5495 (111/202),0.5926 (32/54)
0,2134351055.3616233,0.5495 (111/202),0.5926 (32/54)
0,2150138785.366537,0.5495 (111/202),0.5926 (32/54)
0,2166043296.731341,0.5495 (111/202),0.5926 (32/54)
0,2182065453.2841926,0.5495 (111/202),0.5926 (32/54)
0,2198206125.2429967,0.5495 (111/202),0.5926 (32/54)
0,2214466189.2625985,0.5495 (111/202),0.5926 (32/54)
0,2230846528.482458,0.5495 (111/202),0.5926 (32/54)
0,2247348032.5745916,0.5495 (111/202),0.5926 (32/54)
0,2263971597.791866,0.5495 (111/202),0.5926 (32/54)
0,2280718127.016739,0.5495 (111/202),0.5926 (32/54)
0,2297588529.810225,0.5495 (111/202),0.5926 (32/54)
0,2314583722.4613633,0.5495 (111/202),0.5926 (32/54)
0,2331704628.036954,0.5495 (111/202),0.5926 (32/54)
0,2348952176.431667,0.5495 (111/202),0.5926 (32/54)
0,2366327304.4186115,0.5495 (111/202),0.5926 (32/54)
0,2383830955.700142,0.5495 (111/202),0.5926 (32/54)
0,2401464080.959179,0.5495 (111/202),0.5926 (32/54)
0,2419227637.910816,0.5495 (111/202),0.5926 (32/54)
0,2437122591.354307,0.5495 (111/202),0.5926 (32/54)
0,2455149913.225535,0.5495 (111/202),0.5926 (32/54)
0,2473310582.6497245,0.5495 (111/202),0.5926 (32/54)
0,2491605585.9946895,0.5495 (111/202),0.5926 (32/54)
0,2510035916.9243765,0.5495 (111/202),0.5926 (32/54)
0,2528602576.4528036,0.5495 (111/202),0.5926 (32/54)
0,2547306572.998501,0.5495 (111/202),0.5926 (32/54)
0,2566148922.439197,0.5495 (111/202),0.5926 (32/54)
0,2585130648.16707,0.5495 (111/202),0.5926 (32/54)
0,2604252781.1442986,0.5495 (111/202),0.5926 (32/54)
0,2623516359.9590244,0.5495 (111/202),0.5926 (32/54)
0,2642922430.8818383,0.5495 (111/202),0.5926 (32/54)
0,2662472047.922519,0.5495 (111/202),0.5926 (32/54)
0,2682166272.887357,0.5495 (111/202),0.5926 (32/54)
0,2702006175.436791,0.5495 (111/202),0.5926 (32/54)
0,2721992833.1434717,0.5495 (111/202),0.5926 (32/54)
0,2742127331.5508685,0.5495 (111/202),0.5926 (32/54)
0,2762410764.232136,0.5495 (111/202),0.5926 (32/54)
0,2782844232.8495917,0.5495 (111/202),0.5926 (32/54)
0,2803428847.2145147,0.5495 (111/202),0.5926 (32/54)
0,2824165725.3473907,0.5495 (111/202),0.5926 (32/54)
0,2845055993.5387154,0.5495 (111/202),0.5926 (32/54)
0,2866100786.410074,0.5495 (111/202),0.5926 (32/54)
0,2887301246.9758487,0.5495 (111/202),0.5926 (32/54)
0,2908658526.705264,0.5495 (111/202),0.5926 (32/54)
0,2930173785.5848927,0.5495 (111/202),0.5926 (32/54)
0,2951848192.1817393,0.5495 (111/202),0.5926 (32/54)
0,2973682923.706616,0.5495 (111/202),0.5926 (32/54)
0,2995679166.0781636,0.5495 (111/202),0.5926 (32/54)
0,3017838113.987228,0.5495 (111/202),0.5926 (32/54)
0,3040160970.961708,0.5495 (111/202),0.5926 (32/54)
0,3062648949.4320016,0.5495 (111/202),0.5926 (32/54)
0,3085303270.796816,0.5495 (111/202),0.5926 (32/54)
0,3108125165.4894695,0.5495 (111/202),0.5926 (32/54)
0,3131115873.0448112,0.5495 (111/202),0.5926 (32/54)
0,3154276642.166438,0.5495 (111/202),0.5926 (32/54)
0,3177608730.7946105,0.5495 (111/202),0.5926 (32/54)
0,3201113406.174533,0.5495 (111/202),0.5926 (32/54)
0,3224791944.925147,0.5495 (111/202),0.5926 (32/54)
0,3248645633.1085567,0.5495 (111/202),0.5926 (32/54)
0,3272675766.2997766,0.5495 (111/202),0.5926 (32/54)
0,3296883649.6571894,0.5495 (111/202),0.5926 (32/54)
0,3321270597.993396,0.5495 (111/202),0.5926 (32/54)
0,3345837935.8465843,0.5495 (111/202),0.5926 (32/54)
0,3370586997.552567,0.5495 (111/202),0.5926 (32/54)
0,3395519127.317142,0.5495 (111/202),0.5926 (32/54)
0,3420635679.2891984,0.5495 (111/202),0.5926 (32/54)
0,3445938017.6342244,0.5495 (111/202),0.5926 (32/54)
0,3471427516.608356,0.5495 (111/202),0.5926 (32/54)
0,3497105560.6331177,0.5495 (111/202),0.5926 (32/54)
0,3522973544.3704996,0.5495 (111/202),0.5926 (32/54)
0,3549032872.7988086,0.5495 (111/202),0.5926 (32/54)
0,3575284961.2889323,0.5495 (111/202),0.5926 (32/54)
0,3601731235.6811714,0.5495 (111/202),0.5926 (32/54)
0,3628373132.362782,0.5495 (111/202),0.5926 (32/54)
0,3655212098.3458743,0.5495 (111/202),0.5926 (32/54)
0,3682249591.346107,0.5495 (111/202),0.5926 (32/54)
0,3709487079.861819,0.5495 (111/202),0.5926 (32/54)
0,3736926043.2537394,0.5495 (111/202),0.5926 (32/54)
0,3764567971.8254466,0.5495 (111/202),0.5926 (32/54)
0,3792414366.904187,0.5495 (111/202),0.5926 (32/54)
0,3820466740.9225254,0.5495 (111/202),0.5926 (32/54)
0,3848726617.500445,0.5495 (111/202),0.5926 (32/54)
0,3877195531.528052,0.5495 (111/202),0.5926 (32/54)
0,3905875029.249052,0.5495 (111/202),0.5926 (32/54)
0,3934766668.3446045,0.5495 (111/202),0.5926 (32/54)
0,3963872018.0180364,0.5495 (111/202),0.5926 (32/54)
0,3993192659.080026,0.5495 (111/202),0.5926 (32/54)
0,4022730184.03441,0.5495 (111/202),0.5926 (32/54)
0,4052486197.1647935,0.5495 (111/202),0.5926 (32/54)
0,4082462314.6215525,0.5495 (111/202),0.5926 (32/54)
0,4112660164.509729,0.5495 (111/202),0.5926 (32/54)
0,4143081386.9774075,0.5495 (111/202),0.5926 (32/54)
0,4173727634.3047485,0.5495 (111/202),0.5926 (32/54)
0,4204600570.993846,0.5495 (111/202),0.5926 (32/54)
0,4235701873.8589973,0.5495 (111/202),0.5926 (32/54)
0,4267033232.117896,0.5495 (111/202),0.5926 (32/54)
0,4298596347.483328,0.5495 (111/202),0.5926 (32/54)
0,4330392934.255544,0.5495 (111/202),0.5926 (32/54)
0,4362424719.415491,0.5495 (111/202),0.5926 (32/54)
0,4394693442.718474,0.5495 (111/202),0.5926 (32/54)
0,4427200856.788766,0.5495 (111/202),0.5926 (32/54)
0,4459948727.214749,0.5495 (111/202),0.5926 (32/54)
0,4492938832.644756,0.5495 (111/202),0.5926 (32/54)
0,4526172964.883799,0.5495 (111/202),0.5926 (32/54)
0,4559652928.990743,0.5495 (111/202),0.5926 (32/54)
0,4593380543.376476,0.5495 (111/202),0.5926 (32/54)
0,4627357639.902617,0.5495 (111/202),0.5926 (32/54)
0,4661586063.980952,0.5495 (111/202),0.5926 (32/54)
0,4696067674.673778,0.5495 (111/202),0.5926 (32/54)
0,4730804344.794819,0.5495 (111/202),0.5926 (32/54)
0,4765797961.010892,0.5495 (111/202),0.5926 (32/54)
0,4801050423.944504,0.5495 (111/202),0.5926 (32/54)
0,4836563648.276933,0.5495 (111/202),0.5926 (32/54)
0,4872339562.852353,0.5495 (111/202),0.5926 (32/54)
0,4908380110.782545,0.5495 (111/202),0.5926 (32/54)
0,4944687249.552364,0.5495 (111/202),0.5926 (32/54)
0,4981262951.126204,0.5495 (111/202),0.5926 (32/54)
0,5018109202.054937,0.5495 (111/202),0.5926 (32/54)
0,5055228003.583955,0.5495 (111/202),0.5926 (32/54)
0,5092621371.761799,0.5495 (111/202),0.5926 (32/54)
0,5130291337.5496,0.5495 (111/202),0.5926 (32/54)
0,5168239946.931529,0.5495 (111/202),0.5926 (32/54)
0,5206469261.025757,0.5495 (111/202),0.5926 (32/54)
0,5244981356.196545,0.5495 (111/202),0.5926 (32/54)
0,5283778324.166959,0.5495 (111/202),0.5926 (32/54)
0,5322862272.132412,0.5495 (111/202),0.5926 (32/54)
0,5362235322.875265,0.5495 (111/202),0.5926 (32/54)
0,5401899614.879949,0.5495 (111/202),0.5926 (32/54)
0,5441857302.449262,0.5495 (111/202),0.5926 (32/54)
0,5482110555.821317,0.5495 (111/202),0.5926 (32/54)
0,5522661561.287347,0.5495 (111/202),0.5926 (32/54)
0,5563512521.310601,0.5495 (111/202),0.5926 (32/54)
0,5604665654.645796,0.5495 (111/202),0.5926 (32/54)
0,5646123196.459773,0.5495 (111/202),0.5926 (32/54)
0,5687887398.45284,0.5495 (111/202),0.5926 (32/54)
0,5729960528.98099,0.5495 (111/202),0.5926 (32/54)
0,5772344873.179274,0.5495 (111/202),0.5926 (32/54)
0,5815042733.085718,0.5495 (111/202),0.5926 (32/54)
0,5858056427.76653,0.5495 (111/202),0.5926 (32/54)
0,5901388293.441978,0.5495 (111/202),0.5926 (32/54)
0,5945040683.613208,0.5495 (111/202),0.5926 (32/54)
0,5989015969.190239,0.5495 (111/202),0.5926 (32/54)
0,6033316538.620544,0.5495 (111/202),0.5926 (32/54)
0,6077944798.018943,0.5495 (111/202),0.5926 (32/54)
0,6122903171.29821,0.5495 (111/202),0.5926 (32/54)
0,6168194100.30066,0.5495 (111/202),0.5926 (32/54)
0,6213820044.930938,0.5495 (111/202),0.5926 (32/54)
0,6259783483.289428,0.5495 (111/202),0.5926 (32/54)
0,6306086911.807024,0.5495 (111/202),0.5926 (32/54)
0,6352732845.380645,0.5495 (111/202),0.5926 (32/54)
0,6399723817.509747,0.5495 (111/202),0.5926 (32/54)
0,6447062380.43411,0.5495 (111/202),0.5926 (32/54)
0,6494751105.272248,0.5495 (111/202),0.5926 (32/54)
0,6542792582.161242,0.5495 (111/202),0.5926 (32/54)
0,6591189420.397336,0.5495 (111/202),0.5926 (32/54)
0,6639944248.5775795,0.5495 (111/202),0.5926 (32/54)
0,6689059714.742784,0.5495 (111/202),0.5926 (32/54)
0,6738538486.521128,0.5495 (111/202),0.5926 (32/54)
0,6788383251.273237,0.5495 (111/202),0.5926 (32/54)
0,6838596716.238064,0.5495 (111/202),0.5926 (32/54)
0,6889181608.679839,0.5495 (111/202),0.5926 (32/54)
0,6940140676.036369,0.5495 (111/202),0.5926 (32/54)
0,6991476686.068177,0.5495 (111/202),0.5926 (32/54)
0,7043192427.0087385,0.5495 (111/202),0.5926 (32/54)
0,7095290707.716122,0.5495 (111/202),0.5926 (32/54)
0,7147774357.825319,0.5495 (111/202),0.5926 (32/54)
0,7200646227.902135,0.5495 (111/202),0.5926 (32/54)
0,7253909189.597919,0.5495 (111/202),0.5926 (32/54)
0,7307566135.805455,0.5495 (111/202),0.5926 (32/54)
0,7361619980.816282,0.5495 (111/202),0.5926 (32/54)
0,7416073660.478747,0.5495 (111/202),0.5926 (32/54)
0,7470930132.357669,0.5495 (111/202),0.5926 (32/54)
0,7526192375.894883,0.5495 (111/202),0.5926 (32/54)
0,7581863392.570974,0.5495 (111/202),0.5926 (32/54)
0,7637946206.068512,0.5495 (111/202),0.5926 (32/54)
0,7694443862.436028,0.5495 (111/202),0.5926 (32/54)
0,7751359430.253677,0.5495 (111/202),0.5926 (32/54)
0,7808696000.799811,0.5495 (111/202),0.5926 (32/54)
0,7866456688.218775,0.5495 (111/202),0.5926 (32/54)
0,7924644629.690275,0.5495 (111/202),0.5926 (32/54)
0,7983262985.59951,0.5495 (111/202),0.5926 (32/54)
0,8042314939.709053,0.5495 (111/202),0.5926 (32/54)
0,8101803699.331668,0.5495 (111/202),0.5926 (32/54)
0,8161732495.504418,0.5495 (111/202),0.5926 (32/54)
0,8222104583.164382,0.5495 (111/202),0.5926 (32/54)
0,8282923241.325173,0.5495 (111/202),0.5926 (32/54)
0,8344191773.255275,0.5495 (111/202),0.5926 (32/54)
0,8405913506.657342,0.5495 (111/202),0.5926 (32/54)
0,8468091793.848846,0.5495 (111/202),0.5926 (32/54)
0,8530730011.944386,0.5495 (111/202),0.5926 (32/54)
0,8593831563.038836,0.5495 (111/202),0.5926 (32/54)
0,8657399874.392366,0.5495 (111/202),0.5926 (32/54)
0,8721438398.61649,0.5495 (111/202),0.5926 (32/54)
0,8785950613.861471,0.5495 (111/202),0.5926 (32/54)
0,8850940024.005497,0.5495 (111/202),0.5926 (32/54)
0,8916410158.844683,0.5495 (111/202),0.5926 (32/54)
0,8982364574.285053,0.5495 (111/202),0.5926 (32/54)
0,9048806852.535557,0.5495 (111/202),0.5926 (32/54)
0,9115740602.302528,0.5495 (111/202),0.5926 (32/54)
0,9183169458.985939,0.5495 (111/202),0.5926 (32/54)
0,9251097084.876553,0.5495 (111/202),0.5926 (32/54)
