,threshold,train_dataset_accuracy,test_dataset_accuracy
0,0.00019636252668319787,0.4554 (92/202),0.4074 (22/54)
0,0.0001978150143358594,0.4554 (92/202),0.4074 (22/54)
0,0.00019927824599562236,0.4554 (92/202),0.4074 (22/54)
0,0.0002007523011355813,0.4554 (92/202),0.4074 (22/54)
0,0.00020223725981669065,0.4554 (92/202),0.4074 (22/54)
0,0.00020373320269211374,0.4554 (92/202),0.4074 (22/54)
0,0.00020524021101160286,0.4554 (92/202),0.4074 (22/54)
0,0.0002067583666259119,0.4554 (92/202),0.4074 (22/54)
0,0.00020828775199124242,0.4554 (92/202),0.4074 (22/54)
0,0.00020982845017372182,0.4554 (92/202),0.4074 (22/54)
0,0.00021138054485391556,0.4554 (92/202),0.4074 (22/54)
0,0.00021294412033137175,0.4554 (92/202),0.4074 (22/54)
0,0.00021451926152919916,0.4554 (92/202),0.4074 (22/54)
0,0.00021610605399868053,0.4554 (92/202),0.4074 (22/54)
0,0.0002177045839239186,0.4554 (92/202),0.4074 (22/54)
0,0.0002193149381265177,0.4554 (92/202),0.4074 (22/54)
0,0.000220937204070299,0.4554 (92/202),0.4074 (22/54)
0,0.0002225714698660504,0.4554 (92/202),0.4074 (22/54)
0,0.0002242178242763129,0.4554 (92/202),0.4074 (22/54)
0,0.00022587635672020103,0.4554 (92/202),0.4074 (22/54)
0,0.00022754715727826033,0.4554 (92/202),0.4074 (22/54)
0,0.00022923031669735934,0.4554 (92/202),0.4074 (22/54)
0,0.00023092592639561803,0.4554 (92/202),0.4074 (22/54)
0,0.00023263407846737337,0.4554 (92/202),0.4074 (22/54)
0,0.00023435486568818207,0.4554 (92/202),0.4074 (22/54)
0,0.0002360883815198579,0.4554 (92/202),0.4074 (22/54)
0,0.00023783472011554976,0.4554 (92/202),0.4074 (22/54)
0,0.00023959397632485383,0.4554 (92/202),0.4074 (22/54)
0,0.00024136624569896583,0.4554 (92/202),0.4074 (22/54)
0,0.00024315162449587132,0.4554 (92/202),0.4074 (22/54)
0,0.00024495020968557323,0.4554 (92/202),0.4074 (22/54)
0,0.0002467620989553582,0.4554 (92/202),0.4074 (22/54)
0,0.000248587390715103,0.4554 (92/202),0.4074 (22/54)
0,0.00025042618410261894,0.4554 (92/202),0.4074 (22/54)
0,0.0002522785789890373,0.4554 (92/202),0.4074 (22/54)
0,0.00025414467598423315,0.4554 (92/202),0.4074 (22/54)
0,0.00025602457644228907,0.4554 (92/202),0.4074 (22/54)
0,0.00025791838246700115,0.4554 (92/202),0.4074 (22/54)
0,0.0002598261969174238,0.4554 (92/202),0.4074 (22/54)
0,0.00026174812341345726,0.4554 (92/202),0.4074 (22/54)
0,0.000263684266341475,0.4554 (92/202),0.4074 (22/54)
0,0.00026563473085999297,0.4554 (92/202),0.4074 (22/54)
0,0.0002675996229053815,0.4554 (92/202),0.4074 (22/54)
0,0.00026957904919761895,0.4554 (92/202),0.4074 (22/54)
0,0.00027157311724608854,0.4554 (92/202),0.4074 (22/54)
0,0.00027358193535541726,0.4554 (92/202),0.4074 (22/54)
0,0.0002756056126313575,0.4554 (92/202),0.4074 (22/54)
0,0.0002776442589867138,0.4554 (92/202),0.4074 (22/54)
0,0.00027969798514731233,0.4554 (92/202),0.4074 (22/54)
0,0.0002817669026580152,0.4554 (92/202),0.4074 (22/54)
0,0.0002838511238887785,0.4554 (92/202),0.4074 (22/54)
0,0.0002859507620407551,0.4554 (92/202),0.4074 (22/54)
0,0.000288065931152443,0.4554 (92/202),0.4074 (22/54)
0,0.00029019674610588074,0.4554 (92/202),0.4074 (22/54)
0,0.00029234332263288447,0.4554 (92/202),0.4074 (22/54)
0,0.0002945057773213362,0.4554 (92/202),0.4074 (22/54)
0,0.0002966842276215142,0.4554 (92/202),0.4074 (22/54)
0,0.0002988787918524729,0.4554 (92/202),0.4074 (22/54)
0,0.00030108958920846966,0.4554 (92/202),0.4074 (22/54)
0,0.00030331673976543823,0.4554 (92/202),0.4074 (22/54)
0,0.00030556036448750975,0.4554 (92/202),0.4074 (22/54)
0,0.00030782058523358375,0.4554 (92/202),0.4074 (22/54)
0,0.0003100975247639459,0.4554 (92/202),0.4074 (22/54)
0,0.00031239130674693674,0.4554 (92/202),0.4074 (22/54)
0,0.0003147020557656677,0.4554 (92/202),0.4074 (22/54)
0,0.00031702989732478704,0.4554 (92/202),0.4074 (22/54)
0,0.0003193749578572976,0.4554 (92/202),0.4074 (22/54)
0,0.0003217373647314227,0.4554 (92/202),0.4074 (22/54)
0,0.00032411724625752534,0.4554 (92/202),0.4074 (22/54)
0,0.0003265147316950765,0.4554 (92/202),0.4074 (22/54)
0,0.0003289299512596747,0.4554 (92/202),0.4074 (22/54)
0,0.0003313630361301197,0.4554 (92/202),0.4074 (22/54)
0,0.0003338141184555365,0.4554 (92/202),0.4074 (22/54)
0,0.00033628333136255387,0.4554 (92/202),0.4074 (22/54)
0,0.00033877080896253423,0.4554 (92/202),0.4074 (22/54)
0,0.00034127668635885696,0.4554 (92/202),0.4074 (22/54)
0,0.00034380109965425704,0.4554 (92/202),0.4074 (22/54)
0,0.0003463441859582183,0.4554 (92/202),0.4074 (22/54)
0,0.0003489060833944179,0.4554 (92/202),0.4074 (22/54)
0,0.00035148693110823097,0.4554 (92/202),0.4074 (22/54)
0,0.0003540868692742858,0.4554 (92/202),0.4074 (22/54)
0,0.00035670603910407803,0.4554 (92/202),0.4074 (22/54)
0,0.0003593445828536417,0.4554 (92/202),0.4074 (22/54)
0,0.0003620026438312728,0.4554 (92/202),0.4074 (22/54)
0,0.00036468036640531596,0.4554 (92/202),0.4074 (22/54)
0,0.00036737789601200304,0.4554 (92/202),0.4074 (22/54)
0,0.00037009537916335325,0.4554 (92/202),0.4074 (22/54)
0,0.00037283296345513135,0.4554 (92/202),0.4074 (22/54)
0,0.00037559079757486377,0.4554 (92/202),0.4074 (22/54)
0,0.00037836903130991314,0.4554 (92/202),0.4074 (22/54)
0,0.00038116781555561503,0.4554 (92/202),0.4074 (22/54)
0,0.00038398730232347297,0.4554 (92/202),0.4074 (22/54)
0,0.0003868276447494156,0.4554 (92/202),0.4074 (22/54)
0,0.0003896889971021135,0.4554 (92/202),0.4074 (22/54)
0,0.0003925715147913571,0.4554 (92/202),0.4074 (22/54)
0,0.00039547535437649864,0.4554 (92/202),0.4074 (22/54)
0,0.00039840067357495485,0.4554 (92/202),0.4074 (22/54)
0,0.00040134763127077424,0.4554 (92/202),0.4074 (22/54)
0,0.00040431638752326564,0.4554 (92/202),0.4074 (22/54)
0,0.0004073071035756911,0.4554 (92/202),0.4074 (22/54)
0,0.0004103199418640245,0.4554 (92/202),0.4074 (22/54)
0,0.0004133550660257733,0.4554 (92/202),0.4074 (22/54)
0,0.00041641264090886744,0.4554 (92/202),0.4074 (22/54)
0,0.000419492832580612,0.4554 (92/202),0.4074 (22/54)
0,0.00042259580833670617,0.4554 (92/202),0.4074 (22/54)
0,0.00042572173671033016,0.4554 (92/202),0.4074 (22/54)
0,0.00042887078748130036,0.4554 (92/202),0.4074 (22/54)
0,0.00043204313168528763,0.4554 (92/202),0.4074 (22/54)
0,0.00043523894162311017,0.4554 (92/202),0.4074 (22/54)
0,0.00043845839087008876,0.4554 (92/202),0.4074 (22/54)
0,0.00044170165428547575,0.4554 (92/202),0.4074 (22/54)
0,0.0004449689080219532,0.4554 (92/202),0.4074 (22/54)
0,0.0004482603295351975,0.4554 (92/202),0.4074 (22/54)
0,0.00045157609759352113,0.4554 (92/202),0.4074 (22/54)
0,0.000454916392287579,0.4554 (92/202),0.4074 (22/54)
0,0.0004582813950401509,0.4554 (92/202),0.4074 (22/54)
0,0.0004616712886159968,0.4554 (92/202),0.4074 (22/54)
0,0.0004650862571317816,0.4554 (92/202),0.4074 (22/54)
0,0.00046852648606607496,0.4554 (92/202),0.4074 (22/54)
0,0.00047199216226942616,0.4554 (92/202),0.4074 (22/54)
0,0.00047548347397451194,0.4554 (92/202),0.4074 (22/54)
0,0.0004790006108063614,0.4554 (92/202),0.4074 (22/54)
0,0.0004825437637926542,0.4554 (92/202),0.4074 (22/54)
0,0.00048611312537409504,0.4554 (92/202),0.4074 (22/54)
0,0.0004897088894148671,0.4554 (92/202),0.4074 (22/54)
0,0.0004933312512131606,0.4554 (92/202),0.4074 (22/54)
0,0.0004969804075117813,0.4554 (92/202),0.4074 (22/54)
0,0.000500656556508836,0.4554 (92/202),0.4074 (22/54)
0,0.0005043598978684955,0.4554 (92/202),0.4074 (22/54)
0,0.0005080906327318411,0.4554 (92/202),0.4074 (22/54)
0,0.0005118489637277879,0.4554 (92/202),0.4074 (22/54)
0,0.0005156350949840921,0.4554 (92/202),0.4074 (22/54)
0,0.0005194492321384366,0.4554 (92/202),0.4074 (22/54)
0,0.0005232915823495992,0.4554 (92/202),0.4074 (22/54)
0,0.0005271623543087045,0.4554 (92/202),0.4074 (22/54)
0,0.0005310617582505611,0.4554 (92/202),0.4074 (22/54)
0,0.0005349900059650756,0.4554 (92/202),0.4074 (22/54)
0,0.0005389473108087604,0.4554 (92/202),0.4074 (22/54)
0,0.0005429338877163178,0.4554 (92/202),0.4074 (22/54)
0,0.0005469499532123157,0.4554 (92/202),0.4074 (22/54)
0,0.0005509957254229494,0.4554 (92/202),0.4074 (22/54)
0,0.0005550714240878846,0.4554 (92/202),0.4074 (22/54)
0,0.000559177270572197,0.4554 (92/202),0.4074 (22/54)
0,0.0005633134878783914,0.4554 (92/202),0.4074 (22/54)
0,0.0005674803006585152,0.4554 (92/202),0.4074 (22/54)
0,0.0005716779352263616,0.4554 (92/202),0.4074 (22/54)
0,0.0005759066195697597,0.4554 (92/202),0.4074 (22/54)
0,0.0005801665833629568,0.4554 (92/202),0.4074 (22/54)
0,0.0005844580579790941,0.4554 (92/202),0.4074 (22/54)
0,0.0005887812765027723,0.4554 (92/202),0.4074 (22/54)
0,0.0005931364737427131,0.4554 (92/202),0.4074 (22/54)
0,0.000597523886244511,0.4554 (92/202),0.4074 (22/54)
0,0.0006019437523034802,0.4554 (92/202),0.4074 (22/54)
0,0.0006063963119775984,0.4554 (92/202),0.4074 (22/54)
0,0.0006108818071005444,0.4554 (92/202),0.4074 (22/54)
0,0.0006154004812948346,0.4554 (92/202),0.4074 (22/54)
0,0.0006199525799850538,0.4554 (92/202),0.4074 (22/54)
0,0.0006245383504111837,0.4554 (92/202),0.4074 (22/54)
0,0.0006291580416420334,0.4554 (92/202),0.4074 (22/54)
0,0.0006338119045887655,0.4554 (92/202),0.4074 (22/54)
0,0.0006385001920185266,0.4554 (92/202),0.4074 (22/54)
0,0.0006432231585681736,0.4554 (92/202),0.4074 (22/54)
0,0.0006479810607581039,0.4554 (92/202),0.4074 (22/54)
0,0.0006527741570061881,0.4554 (92/202),0.4074 (22/54)
0,0.0006576027076418076,0.4554 (92/202),0.4074 (22/54)
0,0.0006624669749199906,0.4554 (92/202),0.4074 (22/54)
0,0.0006673672230356595,0.4554 (92/202),0.4074 (22/54)
0,0.0006723037181379771,0.4554 (92/202),0.4074 (22/54)
0,0.0006772767283448033,0.4554 (92/202),0.4074 (22/54)
0,0.000682286523757259,0.4554 (92/202),0.4074 (22/54)
0,0.0006873333764743949,0.4554 (92/202),0.4074 (22/54)
0,0.000692417560607969,0.4554 (92/202),0.4074 (22/54)
0,0.0006975393522973359,0.4554 (92/202),0.4074 (22/54)
0,0.0007026990297244444,0.4554 (92/202),0.4074 (22/54)
0,0.0007078968731289476,0.4554 (92/202),0.4074 (22/54)
0,0.0007131331648234234,0.4554 (92/202),0.4074 (22/54)
0,0.0007184081892087055,0.4554 (92/202),0.4074 (22/54)
0,0.0007237222327893327,0.4554 (92/202),0.4074 (22/54)
0,0.0007290755841891085,0.5594 (113/202),0.4074 (22/54)
0,0.0007344685341667792,0.5594 (113/202),0.4074 (22/54)
0,0.0007399013756318252,0.5594 (113/202),0.4074 (22/54)
0,0.0007453744036603674,0.5594 (113/202),0.4074 (22/54)
0,0.000750887915511197,0.5594 (113/202),0.4074 (22/54)
0,0.0007564422106419183,0.5594 (113/202),0.4074 (22/54)
0,0.0007620375907252163,0.5594 (113/202),0.4074 (22/54)
0,0.0007676743596652395,0.5594 (113/202),0.4074 (22/54)
0,0.0007733528236141047,0.5594 (113/202),0.4074 (22/54)
0,0.0007790732909885272,0.5594 (113/202),0.4074 (22/54)
0,0.0007848360724865711,0.5594 (113/202),0.4074 (22/54)
0,0.0007906414811045257,0.5594 (113/202),0.4074 (22/54)
0,0.0007964898321539044,0.5594 (113/202),0.4074 (22/54)
0,0.0008023814432785692,0.5594 (113/202),0.4074 (22/54)
0,0.0008083166344719836,0.5594 (113/202),0.4074 (22/54)
0,0.0008142957280945956,0.5594 (113/202),0.4074 (22/54)
0,0.0008203190488913404,0.5594 (113/202),0.4074 (22/54)
0,0.0008263869240092852,0.5594 (113/202),0.4074 (22/54)
0,0.0008324996830153912,0.5594 (113/202),0.4074 (22/54)
0,0.0008386576579144166,0.5594 (113/202),0.4074 (22/54)
0,0.0008448611831669504,0.5594 (113/202),0.4074 (22/54)
0,0.0008511105957075766,0.5594 (113/202),0.4074 (22/54)
0,0.0008574062349631721,0.5594 (113/202),0.4074 (22/54)
0,0.0008637484428713452,0.5594 (113/202),0.4074 (22/54)
0,0.0008701375638990053,0.5594 (113/202),0.4074 (22/54)
0,0.0008765739450610748,0.5594 (113/202),0.4074 (22/54)
0,0.0008830579359393353,0.5594 (113/202),0.4074 (22/54)
0,0.000889589888701412,0.5594 (113/202),0.4074 (22/54)
0,0.0008961701581199045,0.5594 (113/202),0.4074 (22/54)
0,0.0009027991015916534,0.5594 (113/202),0.4074 (22/54)
0,0.0009094770791571551,0.5594 (113/202),0.4074 (22/54)
0,0.0009162044535201145,0.5594 (113/202),0.4074 (22/54)
0,0.0009229815900671425,0.5594 (113/202),0.4074 (22/54)
0,0.0009298088568876053,0.5594 (113/202),0.4074 (22/54)
0,0.0009366866247936137,0.5594 (113/202),0.4074 (22/54)
0,0.0009436152673401661,0.5594 (113/202),0.4074 (22/54)
0,0.0009505951608454364,0.5594 (113/202),0.4074 (22/54)
0,0.0009576266844112103,0.5594 (113/202),0.4074 (22/54)
0,0.000964710219943479,0.5594 (113/202),0.4074 (22/54)
0,0.0009718461521731797,0.5594 (113/202),0.4074 (22/54)
0,0.0009790348686770948,0.5594 (113/202),0.4074 (22/54)
0,0.0009862767598989004,0.5594 (113/202),0.4074 (22/54)
0,0.0009935722191703703,0.5594 (113/202),0.4074 (22/54)
0,0.0010009216427327417,0.5594 (113/202),0.4074 (22/54)
0,0.0010083254297582394,0.5594 (113/202),0.4074 (22/54)
0,0.0010157839823717488,0.5594 (113/202),0.4074 (22/54)
0,0.001023297705672665,0.5594 (113/202),0.4074 (22/54)
0,0.0010308670077568882,0.5594 (113/202),0.4074 (22/54)
0,0.0010384922997389908,0.5594 (113/202),0.4074 (22/54)
0,0.0010461739957745514,0.5594 (113/202),0.4074 (22/54)
0,0.00105391251308264,0.5594 (113/202),0.4074 (22/54)
0,0.0010617082719684876,0.5594 (113/202),0.4074 (22/54)
0,0.0010695616958463063,0.5594 (113/202),0.4074 (22/54)
0,0.0010774732112622943,0.5594 (113/202),0.4074 (22/54)
0,0.0010854432479177963,0.5594 (113/202),0.4074 (22/54)
0,0.0010934722386926443,0.5594 (113/202),0.4074 (22/54)
0,0.0011015606196686726,0.5594 (113/202),0.4074 (22/54)
0,0.0011097088301533955,0.5594 (113/202),0.4074 (22/54)
0,0.001117917312703876,0.5594 (113/202),0.4074 (22/54)
0,0.0011261865131507547,0.5594 (113/202),0.4074 (22/54)
0,0.0011345168806224683,0.5594 (113/202),0.4074 (22/54)
0,0.001142908867569646,0.5594 (113/202),0.4074 (22/54)
0,0.001151362929789676,0.5594 (113/202),0.4074 (22/54)
0,0.001159879526451471,0.5594 (113/202),0.4074 (22/54)
0,0.001168459120120398,0.5594 (113/202),0.4074 (22/54)
0,0.0011771021767834065,0.5594 (113/202),0.4074 (22/54)
0,0.0011858091658743409,0.5594 (113/202),0.4074 (22/54)
0,0.0011945805602994286,0.5594 (113/202),0.4074 (22/54)
0,0.0012034168364629747,0.5594 (113/202),0.4074 (22/54)
0,0.0012123184742932277,0.5594 (113/202),0.4074 (22/54)
0,0.001221285957268456,0.5594 (113/202),0.4074 (22/54)
0,0.001230319772443198,0.5594 (113/202),0.4074 (22/54)
0,0.0012394204104747202,0.5594 (113/202),0.4074 (22/54)
0,0.0012485883656496689,0.5594 (113/202),0.4074 (22/54)
0,0.0012578241359109093,0.5594 (113/202),0.4074 (22/54)
0,0.0012671282228845803,0.5594 (113/202),0.4074 (22/54)
0,0.0012765011319073299,0.5594 (113/202),0.4074 (22/54)
0,0.0012859433720537655,0.5594 (113/202),0.4074 (22/54)
0,0.0012954554561641085,0.5594 (113/202),0.4074 (22/54)
0,0.0013050379008720382,0.5594 (113/202),0.4074 (22/54)
0,0.0013146912266327631,0.5594 (113/202),0.4074 (22/54)
0,0.001324415957751278,0.5594 (113/202),0.4074 (22/54)
0,0.0013342126224108505,0.5594 (113/202),0.4074 (22/54)
0,0.0013440817527017002,0.5594 (113/202),0.4074 (22/54)
0,0.001354023884649902,0.5594 (113/202),0.4074 (22/54)
0,0.0013640395582465031,0.5594 (113/202),0.4074 (22/54)
0,0.001374129317476843,0.5594 (113/202),0.4074 (22/54)
0,0.0013842937103501097,0.5594 (113/202),0.4074 (22/54)
0,0.0013945332889290943,0.5594 (113/202),0.4074 (22/54)
0,0.0014048486093601797,0.5594 (113/202),0.4074 (22/54)
0,0.0014152402319035505,0.5594 (113/202),0.4074 (22/54)
0,0.001425708720963614,0.5594 (113/202),0.4074 (22/54)
0,0.001436254645119665,0.5594 (113/202),0.4074 (22/54)
0,0.0014468785771567577,0.5594 (113/202),0.4074 (22/54)
0,0.0014575810940968203,0.5594 (113/202),0.4074 (22/54)
0,0.0014683627772299986,0.5594 (113/202),0.4074 (22/54)
0,0.0014792242121462187,0.5594 (113/202),0.4074 (22/54)
0,0.0014901659887670033,0.5594 (113/202),0.4074 (22/54)
0,0.0015011887013775002,0.5594 (113/202),0.4074 (22/54)
0,0.0015122929486587734,0.5594 (113/202),0.4074 (22/54)
0,0.0015234793337203074,0.5594 (113/202),0.4074 (22/54)
0,0.0015347484641327692,0.5594 (113/202),0.4074 (22/54)
0,0.0015461009519610125,0.5594 (113/202),0.4074 (22/54)
0,0.00155753741379731,0.5594 (113/202),0.4074 (22/54)
0,0.0015690584707948544,0.5594 (113/202),0.4074 (22/54)
0,0.0015806647487014859,0.5594 (113/202),0.4074 (22/54)
0,0.0015923568778936816,0.5594 (113/202),0.4074 (22/54)
0,0.0016041354934107999,0.5594 (113/202),0.4074 (22/54)
0,0.0016160012349895588,0.5594 (113/202),0.4074 (22/54)
0,0.0016279547470987967,0.5594 (113/202),0.4074 (22/54)
0,0.0016399966789744612,0.5594 (113/202),0.4074 (22/54)
0,0.0016521276846548855,0.5594 (113/202),0.4074 (22/54)
0,0.0016643484230162995,0.5594 (113/202),0.4074 (22/54)
0,0.0016766595578086203,0.5594 (113/202),0.4074 (22/54)
0,0.0016890617576915084,0.5594 (113/202),0.4074 (22/54)
0,0.0017015556962706726,0.5594 (113/202),0.4074 (22/54)
0,0.0017141420521344696,0.5594 (113/202),0.4074 (22/54)
0,0.0017268215088907485,0.5594 (113/202),0.4074 (22/54)
0,0.0017395947552039843,0.5594 (113/202),0.4074 (22/54)
0,0.0017524624848326883,0.5594 (113/202),0.4074 (22/54)
0,0.001765425396667075,0.5594 (113/202),0.4074 (22/54)
0,0.0017784841947670357,0.5594 (113/202),0.4074 (22/54)
0,0.0017916395884003643,0.5594 (113/202),0.4074 (22/54)
0,0.0018048922920812943,0.5594 (113/202),0.4074 (22/54)
0,0.0018182430256092938,0.5594 (113/202),0.4074 (22/54)
0,0.0018316925141081658,0.5594 (113/202),0.4074 (22/54)
0,0.0018452414880654373,0.5594 (113/202),0.4074 (22/54)
0,0.0018588906833720224,0.5594 (113/202),0.4074 (22/54)
0,0.001872640841362205,0.5594 (113/202),0.4074 (22/54)
0,0.001886492708853891,0.5594 (113/202),0.4074 (22/54)
0,0.0019004470381891756,0.5594 (113/202),0.4074 (22/54)
0,0.0019145045872752107,0.5594 (113/202),0.4074 (22/54)
0,0.001928666119625358,0.5594 (113/202),0.4074 (22/54)
0,0.0019429324044006708,0.5594 (113/202),0.4074 (22/54)
0,0.0019573042164516587,0.5594 (113/202),0.4074 (22/54)
0,0.001971782336360376,0.5594 (113/202),0.4074 (22/54)
0,0.001986367550482825,0.5594 (113/202),0.4074 (22/54)
0,0.002001060650991652,0.5594 (113/202),0.4074 (22/54)
0,0.0020158624359191877,0.5594 (113/202),0.4074 (22/54)
0,0.0020307737092007767,0.5594 (113/202),0.4074 (22/54)
0,0.0020457952807184554,0.5594 (113/202),0.4074 (22/54)
0,0.0020609279663449287,0.5594 (113/202),0.4074 (22/54)
0,0.002076172587987886,0.5594 (113/202),0.4074 (22/54)
0,0.00209152997363465,0.5594 (113/202),0.4074 (22/54)
0,0.0021070009573971303,0.5594 (113/202),0.4074 (22/54)
0,0.002122586379557148,0.5594 (113/202),0.4074 (22/54)
0,0.0021382870866120556,0.5594 (113/202),0.4074 (22/54)
0,0.0021541039313207203,0.5594 (113/202),0.4074 (22/54)
0,0.0021700377727498486,0.5594 (113/202),0.4074 (22/54)
0,0.0021860894763206275,0.5594 (113/202),0.4074 (22/54)
0,0.002202259913855748,0.5594 (113/202),0.4074 (22/54)
0,0.002218549963626737,0.5594 (113/202),0.4074 (22/54)
0,0.00223496051040168,0.5594 (113/202),0.4074 (22/54)
0,0.0022514924454932563,0.5594 (113/202),0.4074 (22/54)
0,0.00226814666680716,0.5594 (113/202),0.4074 (22/54)
0,0.002284924078890871,0.5594 (113/202),0.4074 (22/54)
0,0.0023018255929827735,0.5594 (113/202),0.4074 (22/54)
0,0.0023188521270616604,0.5594 (113/202),0.4074 (22/54)
0,0.0023360046058965803,0.5594 (113/202),0.4074 (22/54)
0,0.002353283961097071,0.5594 (113/202),0.4074 (22/54)
0,0.002370691131163764,0.5594 (113/202),0.4074 (22/54)
0,0.002388227061539342,0.5594 (113/202),0.4074 (22/54)
0,0.0024058927046599083,0.5594 (113/202),0.4074 (22/54)
0,0.0024236890200067,0.5594 (113/202),0.4074 (22/54)
0,0.002441616974158208,0.5594 (113/202),0.4074 (22/54)
0,0.0024596775408426814,0.5594 (113/202),0.4074 (22/54)
0,0.002477871700990999,0.5594 (113/202),0.4074 (22/54)
0,0.002496200442789965,0.5594 (113/202),0.4074 (22/54)
0,0.002514664761735961,0.5594 (113/202),0.4074 (22/54)
0,0.0025332656606890354,0.5594 (113/202),0.4074 (22/54)
0,0.002552004149927355,0.5594 (113/202),0.4074 (22/54)
0,0.0025708812472020823,0.5594 (113/202),0.4074 (22/54)
0,0.002589897977792663,0.5594 (113/202),0.4074 (22/54)
0,0.0026090553745624933,0.5594 (113/202),0.4074 (22/54)
0,0.002628354478015039,0.5594 (113/202),0.4074 (22/54)
0,0.0026477963363503295,0.5594 (113/202),0.4074 (22/54)
0,0.0026673820055219,0.5594 (113/202),0.4074 (22/54)
0,0.0026871125492941485,0.5594 (113/202),0.4074 (22/54)
0,0.0027069890393000957,0.5594 (113/202),0.4074 (22/54)
0,0.00272701255509961,0.5594 (113/202),0.4074 (22/54)
0,0.00274718418423802,0.5594 (113/202),0.4074 (22/54)
0,0.0027675050223052063,0.5594 (113/202),0.4074 (22/54)
0,0.002787976172995085,0.5594 (113/202),0.4074 (22/54)
0,0.0028085987481655636,0.5594 (113/202),0.4074 (22/54)
0,0.0028293738678989372,0.5594 (113/202),0.4074 (22/54)
0,0.002850302660562703,0.5594 (113/202),0.4074 (22/54)
0,0.0028713862628708714,0.5594 (113/202),0.4074 (22/54)
0,0.0028926258199456828,0.5594 (113/202),0.4074 (22/54)
0,0.002914022485379811,0.5594 (113/202),0.4074 (22/54)
0,0.00293557742129903,0.5594 (113/202),0.4074 (22/54)
0,0.0029572917984253106,0.5594 (113/202),0.4074 (22/54)
0,0.0029791667961404297,0.5594 (113/202),0.4074 (22/54)
0,0.0030012036025500077,0.5594 (113/202),0.4074 (22/54)
0,0.0030234034145480452,0.5594 (113/202),0.4074 (22/54)
0,0.003045767437881941,0.5594 (113/202),0.4074 (22/54)
0,0.0030682968872179587,0.5594 (113/202),0.4074 (22/54)
0,0.003090992986207223,0.5594 (113/202),0.4074 (22/54)
0,0.0031138569675521572,0.5594 (113/202),0.4074 (22/54)
0,0.0031368900730734594,0.5594 (113/202),0.4074 (22/54)
0,0.0031600935537775283,0.5594 (113/202),0.4074 (22/54)
0,0.003183468669924418,0.5594 (113/202),0.4074 (22/54)
0,0.0032070166910962996,0.5594 (113/202),0.4074 (22/54)
0,0.0032307388962663905,0.5594 (113/202),0.4074 (22/54)
0,0.003254636573868447,0.5594 (113/202),0.4074 (22/54)
0,0.003278711021866722,0.5594 (113/202),0.4074 (22/54)
0,0.0033029635478264707,0.5594 (113/202),0.4074 (22/54)
0,0.0033273954689849775,0.5594 (113/202),0.4074 (22/54)
0,0.003352008112323079,0.5594 (113/202),0.4074 (22/54)
0,0.0033768028146372612,0.5594 (113/202),0.4074 (22/54)
0,0.0034017809226122406,0.5594 (113/202),0.4074 (22/54)
0,0.0034269437928941327,0.5594 (113/202),0.4074 (22/54)
0,0.003452292792164113,0.5594 (113/202),0.4074 (22/54)
0,0.003477829297212656,0.5594 (113/202),0.4074 (22/54)
0,0.003503554695014324,0.5594 (113/202),0.4074 (22/54)
0,0.0035294703828030747,0.5594 (113/202),0.4074 (22/54)
0,0.0035555777681481764,0.5594 (113/202),0.4074 (22/54)
0,0.0035818782690306343,0.5594 (113/202),0.4074 (22/54)
0,0.0036083733139202156,0.5594 (113/202),0.4074 (22/54)
0,0.0036350643418530467,0.5594 (113/202),0.4074 (22/54)
0,0.0036619528025097453,0.5594 (113/202),0.4074 (22/54)
0,0.0036890401562941874,0.5594 (113/202),0.4074 (22/54)
0,0.0037163278744128015,0.5594 (113/202),0.4074 (22/54)
0,0.0037438174389544847,0.5594 (113/202),0.4074 (22/54)
0,0.0037715103429711125,0.5594 (113/202),0.4074 (22/54)
0,0.0037994080905586047,0.5594 (113/202),0.4074 (22/54)
0,0.0038275121969386485,0.5594 (113/202),0.4074 (22/54)
0,0.0038558241885409635,0.5594 (113/202),0.4074 (22/54)
0,0.0038843456030862402,0.5594 (113/202),0.4074 (22/54)
0,0.00391307798966963,0.5594 (113/202),0.4074 (22/54)
